Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Order ID
1,2023-11-24,CUST328,Male,34,Beauty,3,50,OQ0000
2,2023-02-27,CUST403,Female,26,Clothing,2,500,VH0001
3,2023-01-13,CUST248,Male,50,Electronics,1,30,QX0002
4,2023-05-21,CUST114,Male,37,Clothing,1,500,XE0003
5,2023-05-06,CUST336,Male,30,Beauty,2,50,QQ0004
6,2023-04-25,CUST027,Female,45,Beauty,1,30,NZ0005
7,2023-03-13,CUST051,Male,46,Clothing,2,25,NL0006
8,2023-02-22,CUST387,Male,30,Electronics,4,25,YQ0007
9,2023-12-13,CUST010,Male,63,Electronics,2,300,HI0008
10,2023-10-07,CUST321,Female,52,Clothing,4,50,MB0009
11,2023-02-14,CUST174,Male,23,Clothing,2,50,PT0010
12,2023-10-30,CUST467,Male,35,Beauty,3,25,LW0011
13,2023-08-05,CUST414,Male,22,Electronics,3,500,YO0012
14,2023-01-17,CUST249,Male,64,Clothing,4,30,RD0013
15,2023-01-16,CUST459,Female,42,Electronics,4,500,BZ0014
16,2023-02-17,CUST322,Male,19,Clothing,3,500,HF0015
17,2023-04-22,CUST159,Female,27,Clothing,4,25,XT0016
18,2023-04-30,CUST351,Female,47,Electronics,2,25,DI0017
19,2023-09-16,CUST271,Female,62,Clothing,2,25,GH0018
20,2023-11-05,CUST233,Male,22,Clothing,3,300,AN0019
21,2023-01-14,CUST260,Female,50,Beauty,1,500,HK0020
22,2023-10-15,CUST044,Male,18,Clothing,2,50,EC0021
23,2023-04-12,CUST117,Female,35,Clothing,4,30,AW0022
24,2023-11-29,CUST278,Female,49,Clothing,1,300,TO0023
25,2023-12-26,CUST181,Female,64,Beauty,1,50,DD0024
26,2023-10-07,CUST458,Female,28,Electronics,2,500,DI0025
27,2023-08-03,CUST269,Female,38,Beauty,2,25,BH0026
28,2023-04-23,CUST292,Female,43,Beauty,1,500,FF0027
29,2023-08-18,CUST122,Female,42,Electronics,1,30,QL0028
30,2023-10-29,CUST129,Female,39,Beauty,3,300,MJ0029
31,2023-05-23,CUST022,Male,44,Electronics,4,300,OU0030
32,2023-01-04,CUST102,Male,30,Beauty,3,30,IB0031
33,2023-03-23,CUST179,Female,50,Electronics,2,50,MJ0032
34,2023-12-24,CUST238,Female,51,Clothing,3,50,UC0033
35,2023-08-05,CUST123,Female,58,Beauty,3,300,WA0034
36,2023-06-24,CUST025,Male,52,Beauty,3,300,OL0035
37,2023-05-23,CUST498,Female,18,Beauty,3,25,IX0036
38,2023-03-21,CUST097,Male,38,Beauty,4,50,SE0037
39,2023-04-21,CUST007,Male,23,Clothing,4,30,MP0038
40,2023-06-22,CUST021,Male,45,Beauty,1,50,AC0039
41,2023-02-22,CUST425,Male,34,Clothing,2,25,PS0040
42,2023-02-17,CUST020,Male,22,Clothing,3,300,MK0041
43,2023-07-14,CUST218,Female,48,Clothing,1,300,NG0042
44,2023-02-19,CUST470,Female,22,Clothing,1,25,WZ0043
45,2023-07-03,CUST146,Female,55,Electronics,1,30,MA0044
46,2023-06-26,CUST455,Female,20,Electronics,4,300,KU0045
47,2023-11-06,CUST410,Female,40,Beauty,3,500,IC0046
48,2023-05-16,CUST490,Male,54,Electronics,3,300,ES0047
49,2023-01-23,CUST062,Female,54,Electronics,2,500,QH0048
50,2023-08-24,CUST439,Female,27,Beauty,3,25,QT0049
51,2023-10-02,CUST231,Male,27,Beauty,3,25,ZV0050
52,2023-03-05,CUST293,Female,36,Beauty,1,300,LV0051
53,2023-07-13,CUST054,Male,34,Electronics,2,50,YW0052
54,2023-02-10,CUST285,Female,38,Electronics,3,500,TP0053
55,2023-10-10,CUST470,Male,31,Beauty,4,30,NW0054
56,2023-05-31,CUST318,Female,26,Clothing,3,300,QS0055
57,2023-11-18,CUST378,Female,63,Beauty,1,30,FC0056
58,2023-11-13,CUST103,Male,18,Clothing,4,300,HP0057
59,2023-07-05,CUST167,Male,62,Clothing,1,50,OF0058
60,2023-10-23,CUST084,Male,30,Beauty,3,50,EY0059
61,2023-04-09,CUST297,Male,21,Beauty,4,50,BY0060
62,2023-12-27,CUST005,Male,18,Beauty,2,50,UO0061
63,2023-02-05,CUST340,Male,57,Electronics,2,25,ZR0062
64,2023-01-24,CUST263,Male,49,Clothing,4,25,AY0063
65,2023-12-05,CUST360,Male,51,Electronics,4,500,KX0064
66,2023-04-27,CUST084,Female,45,Electronics,1,30,VD0065
67,2023-05-29,CUST096,Female,48,Beauty,4,300,BA0066
68,2023-02-10,CUST255,Male,25,Electronics,1,300,UU0067
69,2023-04-30,CUST069,Female,56,Beauty,3,25,FC0068
70,2023-02-21,CUST006,Female,43,Clothing,1,300,JU0069
71,2023-07-14,CUST299,Female,51,Beauty,4,25,TW0070
72,2023-05-23,CUST425,Female,20,Electronics,4,500,ZT0071
73,2023-08-21,CUST478,Male,29,Electronics,3,30,VA0072
74,2023-11-22,CUST296,Female,18,Beauty,4,500,AW0073
75,2023-07-06,CUST356,Male,61,Beauty,4,50,QI0074
76,2023-03-25,CUST310,Female,22,Electronics,2,50,DI0075
77,2023-07-09,CUST057,Female,47,Clothing,2,50,IM0076
78,2023-07-01,CUST131,Female,47,Clothing,3,500,LF0077
79,2023-04-18,CUST064,Male,34,Beauty,1,300,CF0078
80,2023-12-10,CUST447,Female,64,Clothing,2,30,DC0079
81,2023-05-17,CUST487,Male,40,Electronics,1,50,KD0080
82,2023-12-26,CUST212,Female,32,Beauty,4,50,UO0081
83,2023-12-16,CUST249,Male,54,Electronics,2,50,LQ0082
84,2023-11-28,CUST053,Female,38,Electronics,3,30,GA0083
85,2023-02-06,CUST077,Male,31,Clothing,3,50,CI0084
86,2023-11-08,CUST399,Male,19,Beauty,3,30,JG0085
87,2023-11-22,CUST262,Female,28,Beauty,2,50,HV0086
88,2023-03-29,CUST085,Male,56,Clothing,1,500,AL0087
89,2023-10-01,CUST138,Female,55,Electronics,4,500,JH0088
90,2023-05-06,CUST431,Female,51,Electronics,1,30,SF0089
91,2023-03-25,CUST274,Female,55,Electronics,1,500,BE0090
92,2023-08-25,CUST299,Female,51,Electronics,4,30,ZI0091
93,2023-07-14,CUST133,Female,35,Beauty,4,500,DZ0092
94,2023-05-19,CUST465,Female,47,Beauty,2,500,QY0093
95,2023-11-24,CUST173,Female,32,Clothing,2,30,IV0094
96,2023-12-19,CUST149,Female,44,Clothing,2,300,BG0095
97,2023-10-13,CUST015,Female,51,Beauty,2,500,UN0096
98,2023-04-23,CUST167,Female,55,Beauty,2,50,UK0097
99,2023-12-17,CUST175,Female,50,Electronics,4,300,WC0098
100,2023-06-16,CUST023,Male,41,Electronics,1,30,QE0099
101,2023-01-29,CUST204,Male,32,Clothing,2,300,FW0100
102,2023-04-28,CUST328,Female,47,Beauty,2,25,LV0101
103,2023-01-17,CUST192,Female,59,Clothing,1,25,HS0102
104,2023-06-11,CUST351,Female,34,Beauty,2,500,XQ0103
105,2023-07-25,CUST261,Female,22,Electronics,1,500,GR0104
106,2023-05-18,CUST448,Female,46,Clothing,1,50,YU0105
107,2023-02-03,CUST394,Female,21,Clothing,4,300,LK0106
108,2023-04-19,CUST133,Female,27,Beauty,3,25,CT0107
109,2023-10-18,CUST121,Female,34,Electronics,4,500,EF0108
110,2023-06-11,CUST362,Male,27,Clothing,3,300,AE0109
111,2023-04-19,CUST272,Female,34,Electronics,3,500,JM0110
112,2023-12-02,CUST121,Male,37,Clothing,3,500,EL0111
113,2023-09-13,CUST035,Female,41,Electronics,2,25,TC0112
114,2023-07-22,CUST441,Female,22,Beauty,4,25,DN0113
115,2023-11-26,CUST408,Male,51,Clothing,3,500,XX0114
116,2023-08-23,CUST497,Female,23,Clothing,1,30,OC0115
117,2023-03-15,CUST300,Male,19,Electronics,2,500,WZ0116
118,2023-05-16,CUST480,Female,30,Electronics,4,500,XN0117
119,2023-03-13,CUST177,Female,60,Clothing,3,50,JP0118
120,2023-05-07,CUST154,Male,60,Beauty,1,50,UZ0119
121,2023-10-15,CUST199,Female,28,Electronics,4,50,MN0120
122,2023-10-03,CUST496,Male,64,Electronics,4,30,IO0121
123,2023-05-15,CUST116,Female,40,Electronics,2,30,OH0122
124,2023-10-27,CUST258,Male,33,Clothing,4,500,LX0123
125,2023-08-08,CUST214,Male,48,Clothing,2,50,GG0124
126,2023-10-26,CUST270,Female,28,Clothing,3,30,HW0125
127,2023-07-24,CUST392,Female,33,Clothing,2,25,HV0126
128,2023-07-05,CUST473,Male,25,Beauty,1,500,YW0127
129,2023-04-23,CUST184,Female,21,Beauty,2,300,UF0128
130,2023-03-12,CUST338,Female,57,Clothing,1,500,LV0129
131,2023-09-18,CUST458,Female,21,Beauty,2,300,GP0130
132,2023-09-10,CUST394,Male,42,Electronics,4,50,WY0131
133,2023-02-16,CUST308,Male,20,Electronics,3,300,JD0132
134,2023-01-25,CUST362,Male,49,Electronics,1,50,AI0133
135,2023-02-26,CUST186,Male,20,Clothing,2,25,OH0134
136,2023-03-20,CUST216,Male,44,Electronics,2,300,VQ0135
137,2023-11-18,CUST205,Male,46,Beauty,2,500,QV0136
138,2023-03-23,CUST116,Male,49,Clothing,4,50,IQ0137
139,2023-12-15,CUST011,Male,36,Beauty,4,500,JH0138
140,2023-08-05,CUST340,Male,38,Electronics,1,30,CU0139
141,2023-11-02,CUST493,Female,22,Electronics,1,50,XA0140
142,2023-02-02,CUST244,Male,35,Electronics,4,300,SB0141
143,2023-07-17,CUST254,Female,45,Clothing,1,50,KI0142
144,2023-07-15,CUST142,Female,59,Beauty,3,500,XL0143
145,2023-11-02,CUST497,Female,39,Clothing,3,25,NJ0144
146,2023-08-28,CUST341,Male,38,Clothing,4,50,GG0145
147,2023-09-28,CUST340,Male,23,Electronics,1,300,BA0146
148,2023-05-09,CUST011,Male,18,Clothing,2,30,OT0147
149,2023-10-11,CUST046,Male,22,Clothing,3,25,RG0148
150,2023-01-06,CUST207,Female,58,Electronics,4,30,ZC0149
151,2023-12-15,CUST246,Male,29,Clothing,1,50,LI0150
152,2023-02-28,CUST465,Male,43,Electronics,4,500,EY0151
153,2023-12-16,CUST299,Male,63,Electronics,2,500,SD0152
154,2023-10-02,CUST279,Male,51,Electronics,3,300,EV0153
155,2023-05-17,CUST354,Male,31,Electronics,4,500,JH0154
156,2023-11-25,CUST320,Female,43,Clothing,4,25,HI0155
157,2023-06-24,CUST224,Male,62,Electronics,4,500,PI0156
158,2023-02-27,CUST440,Female,44,Electronics,2,300,PB0157
159,2023-05-31,CUST350,Male,26,Clothing,4,50,NP0158
160,2023-08-11,CUST424,Female,43,Clothing,2,50,IW0159
161,2023-03-22,CUST165,Male,64,Beauty,2,500,YR0160
162,2023-08-21,CUST114,Male,39,Clothing,2,30,KE0161
163,2023-01-02,CUST002,Female,64,Clothing,3,50,QH0162
164,2023-05-15,CUST173,Female,47,Beauty,3,500,EN0163
165,2023-09-14,CUST330,Female,60,Clothing,4,300,FQ0164
166,2023-04-02,CUST482,Male,34,Clothing,4,500,TA0165
167,2023-09-17,CUST293,Female,43,Clothing,3,50,QE0166
168,2023-02-24,CUST114,Male,53,Clothing,1,300,IS0167
169,2023-11-17,CUST221,Male,18,Beauty,3,500,ZI0168
170,2023-06-02,CUST484,Female,25,Clothing,2,25,TJ0169
171,2023-11-24,CUST365,Female,52,Clothing,3,300,YE0170
172,2023-09-17,CUST297,Male,32,Beauty,2,25,RC0171
173,2023-11-08,CUST243,Male,64,Electronics,4,30,OT0172
174,2023-04-12,CUST409,Female,39,Beauty,1,300,XT0173
175,2023-03-20,CUST418,Female,31,Electronics,4,25,OK0174
176,2023-07-11,CUST365,Female,43,Beauty,2,50,QQ0175
177,2023-03-24,CUST066,Male,45,Beauty,2,50,PS0176
178,2023-10-04,CUST069,Male,40,Clothing,2,30,TY0177
179,2023-09-29,CUST228,Male,31,Electronics,1,300,QW0178
180,2023-01-01,CUST474,Male,41,Clothing,3,300,TJ0179
181,2023-11-03,CUST087,Male,19,Electronics,4,300,UJ0180
182,2023-06-15,CUST121,Male,62,Beauty,4,30,VW0181
183,2023-09-08,CUST459,Female,43,Beauty,3,300,XX0182
184,2023-01-10,CUST022,Male,31,Electronics,4,50,SM0183
185,2023-02-27,CUST097,Male,24,Clothing,1,25,HQ0184
186,2023-07-05,CUST018,Male,20,Clothing,4,50,XJ0185
187,2023-06-07,CUST445,Female,64,Clothing,2,50,FT0186
188,2023-05-03,CUST039,Male,40,Clothing,3,25,XF0187
189,2023-01-30,CUST058,Male,63,Beauty,1,50,DC0188
190,2023-05-04,CUST487,Female,60,Beauty,3,30,OV0189
191,2023-10-18,CUST342,Male,64,Beauty,1,25,GU0190
192,2023-02-10,CUST078,Male,62,Beauty,2,50,BF0191
193,2023-02-13,CUST308,Male,35,Beauty,3,500,OT0192
194,2023-09-06,CUST246,Male,55,Clothing,4,50,MR0193
195,2023-02-05,CUST427,Male,52,Clothing,1,30,JJ0194
196,2023-09-30,CUST372,Female,32,Clothing,3,300,NA0195
197,2023-03-06,CUST342,Female,42,Clothing,4,50,FJ0196
198,2023-03-07,CUST007,Female,54,Beauty,3,300,RF0197
199,2023-12-04,CUST378,Male,45,Beauty,3,500,GZ0198
200,2023-09-01,CUST240,Male,27,Beauty,3,50,QK0199
201,2023-10-09,CUST256,Male,56,Electronics,1,25,US0200
202,2023-03-26,CUST435,Female,34,Clothing,4,300,VO0201
203,2023-05-16,CUST361,Male,56,Clothing,2,500,PC0202
204,2023-09-28,CUST298,Male,39,Beauty,1,25,LK0203
205,2023-11-07,CUST242,Female,43,Clothing,1,25,GJ0204
206,2023-08-05,CUST148,Male,61,Clothing,1,25,XF0205
207,2023-04-19,CUST203,Female,42,Beauty,2,25,CI0206
208,2023-10-04,CUST338,Female,34,Electronics,4,50,EA0207
209,2023-12-20,CUST209,Female,30,Electronics,4,50,XO0208
210,2023-04-13,CUST442,Male,37,Electronics,4,50,AN0209
211,2024-01-01,CUST118,Male,42,Beauty,3,500,EM0210
212,2023-06-09,CUST125,Male,21,Clothing,3,500,YZ0211
213,2023-07-24,CUST104,Male,27,Beauty,3,500,KU0212
214,2023-12-10,CUST447,Male,20,Beauty,2,30,MC0213
215,2023-11-29,CUST154,Male,58,Clothing,3,500,KV0214
216,2023-07-11,CUST370,Male,62,Electronics,2,50,US0215
217,2023-08-13,CUST185,Female,35,Electronics,4,50,ZJ0216
218,2023-09-22,CUST120,Male,64,Beauty,3,30,SV0217
219,2023-08-20,CUST215,Female,53,Electronics,3,30,YW0218
220,2023-03-03,CUST478,Male,64,Beauty,1,500,WI0219
221,2023-05-07,CUST089,Male,39,Beauty,2,300,JQ0220
222,2023-04-26,CUST052,Male,51,Clothing,4,30,DI0221
223,2023-02-02,CUST076,Female,64,Clothing,1,25,JF0222
224,2023-06-23,CUST140,Female,25,Clothing,1,50,EQ0223
225,2023-01-11,CUST276,Female,57,Beauty,4,25,IB0224
226,2023-10-29,CUST100,Female,61,Clothing,1,50,UY0225
227,2023-10-11,CUST285,Male,36,Electronics,2,50,FR0226
228,2023-04-28,CUST267,Female,59,Electronics,2,30,CF0227
229,2023-10-29,CUST426,Male,58,Beauty,3,30,EQ0228
230,2023-04-23,CUST383,Male,54,Beauty,1,25,OV0229
231,2023-01-04,CUST354,Female,23,Clothing,3,50,RT0230
232,2023-02-06,CUST211,Female,43,Beauty,1,25,WP0231
233,2023-12-29,CUST307,Female,51,Beauty,2,300,FE0232
234,2023-11-20,CUST230,Female,62,Electronics,2,25,WV0233
235,2023-01-31,CUST342,Female,23,Electronics,2,500,QY0234
236,2023-04-28,CUST070,Female,54,Clothing,1,25,VK0235
237,2023-02-04,CUST137,Female,50,Beauty,2,500,EL0236
238,2023-01-17,CUST447,Female,39,Beauty,1,500,XX0237
239,2023-06-19,CUST166,Male,38,Electronics,3,500,AA0238
240,2023-02-06,CUST199,Female,23,Beauty,1,300,LX0239
241,2023-09-21,CUST412,Female,23,Electronics,3,25,WV0240
242,2023-05-02,CUST002,Male,21,Clothing,1,25,BF0241
243,2023-05-23,CUST340,Female,47,Electronics,3,300,UL0242
244,2023-12-09,CUST021,Male,28,Beauty,2,50,IY0243
245,2023-09-06,CUST395,Male,47,Clothing,3,30,AM0244
246,2023-04-20,CUST456,Female,48,Electronics,2,25,WS0245
247,2023-10-04,CUST349,Male,41,Electronics,2,30,XH0246
248,2023-03-09,CUST416,Male,26,Clothing,3,300,OZ0247
249,2023-10-20,CUST378,Male,20,Clothing,1,50,DL0248
250,2023-10-23,CUST123,Male,48,Electronics,1,50,ZE0249
251,2023-08-31,CUST488,Female,57,Beauty,4,50,UT0250
252,2023-05-05,CUST261,Male,54,Electronics,1,300,GZ0251
253,2023-08-31,CUST215,Female,53,Clothing,4,500,UD0252
254,2023-07-28,CUST492,Male,41,Electronics,1,500,ZW0253
255,2023-04-08,CUST312,Male,48,Clothing,1,30,MA0254
256,2023-02-18,CUST010,Male,23,Clothing,2,500,UP0255
257,2023-02-19,CUST395,Male,19,Beauty,4,500,TC0256
258,2023-12-04,CUST243,Female,37,Clothing,1,50,MV0257
259,2023-08-09,CUST333,Female,45,Clothing,4,50,SE0258
260,2023-07-01,CUST158,Male,28,Beauty,2,30,IL0259
261,2023-08-05,CUST067,Male,21,Clothing,2,25,LZ0260
262,2023-07-30,CUST216,Female,32,Beauty,4,30,YA0261
263,2023-08-28,CUST100,Male,23,Beauty,2,30,QD0262
264,2023-01-28,CUST303,Male,47,Clothing,3,300,WN0263
265,2023-12-11,CUST441,Male,55,Clothing,3,300,XX0264
266,2023-12-01,CUST389,Female,19,Electronics,2,30,YE0265
267,2023-11-27,CUST050,Female,32,Beauty,3,30,BU0266
268,2023-02-20,CUST258,Female,28,Electronics,1,30,MU0267
269,2023-02-01,CUST120,Male,25,Clothing,4,500,LK0268
270,2023-07-26,CUST093,Male,43,Electronics,1,300,TJ0269
271,2023-06-23,CUST322,Female,62,Beauty,4,30,MK0270
272,2023-02-25,CUST135,Female,61,Electronics,2,50,RB0271
273,2023-05-08,CUST089,Female,22,Beauty,1,50,MP0272
274,2023-04-09,CUST158,Female,23,Clothing,2,500,RX0273
275,2023-04-08,CUST040,Male,43,Clothing,2,500,JY0274
276,2023-10-02,CUST252,Female,21,Beauty,4,25,SJ0275
277,2023-08-18,CUST148,Male,36,Clothing,4,25,OJ0276
278,2023-03-13,CUST455,Female,37,Clothing,4,25,QA0277
279,2023-08-05,CUST215,Male,50,Clothing,1,500,XJ0278
280,2023-04-04,CUST354,Female,37,Clothing,3,500,AC0279
281,2023-05-23,CUST459,Female,29,Beauty,4,500,IG0280
282,2023-08-25,CUST444,Female,64,Electronics,4,50,VJ0281
283,2023-05-08,CUST161,Female,18,Electronics,1,500,XH0282
284,2023-02-08,CUST350,Male,43,Clothing,4,50,IY0283
285,2023-08-15,CUST320,Female,31,Electronics,1,25,WY0284
286,2023-10-09,CUST298,Male,55,Electronics,2,25,CB0285
287,2023-02-20,CUST344,Male,54,Clothing,4,25,SI0286
288,2023-01-26,CUST255,Male,28,Clothing,4,30,CC0287
289,2023-11-30,CUST095,Male,53,Electronics,2,30,II0288
290,2023-10-04,CUST125,Female,30,Beauty,2,300,RZ0289
291,2023-01-08,CUST073,Male,60,Clothing,2,300,EU0290
292,2023-02-17,CUST363,Male,20,Beauty,4,300,PW0291
293,2023-05-02,CUST453,Male,50,Electronics,3,30,ZX0292
294,2023-03-27,CUST325,Female,23,Clothing,3,30,DT0293
295,2023-07-28,CUST138,Female,27,Beauty,3,300,UJ0294
296,2023-09-06,CUST441,Female,22,Clothing,4,300,AT0295
297,2023-09-04,CUST190,Female,40,Electronics,2,500,QT0296
298,2023-04-20,CUST414,Male,27,Beauty,4,300,TT0297
299,2023-07-25,CUST166,Male,61,Electronics,2,500,BY0298
300,2023-01-31,CUST198,Female,19,Electronics,4,50,YJ0299
301,2023-03-26,CUST388,Male,30,Clothing,4,30,UY0300
302,2023-07-14,CUST074,Male,57,Beauty,2,300,LI0301
303,2023-01-02,CUST156,Male,19,Electronics,3,30,PU0302
304,2023-07-19,CUST397,Female,37,Electronics,2,30,KS0303
305,2023-05-16,CUST240,Female,18,Beauty,1,30,YJ0304
306,2023-08-21,CUST344,Male,54,Electronics,1,50,XD0305
307,2023-05-27,CUST083,Female,26,Electronics,2,25,PV0306
308,2023-08-05,CUST012,Female,34,Beauty,4,300,KH0307
309,2023-12-23,CUST056,Female,26,Beauty,1,25,HJ0308
310,2023-10-12,CUST120,Female,28,Beauty,1,25,KK0309
311,2023-12-05,CUST420,Female,32,Beauty,4,25,GP0310
312,2023-09-07,CUST286,Male,41,Clothing,4,30,FG0311
313,2023-03-21,CUST092,Female,55,Beauty,3,500,MX0312
314,2023-04-08,CUST420,Male,52,Clothing,4,30,HE0313
315,2023-06-01,CUST221,Male,47,Clothing,2,30,UP0314
316,2023-04-22,CUST016,Female,48,Clothing,2,25,DZ0315
317,2023-01-30,CUST316,Male,22,Electronics,3,30,FQ0316
318,2023-10-24,CUST101,Male,61,Clothing,1,25,GV0317
319,2023-10-05,CUST414,Male,31,Clothing,1,500,JQ0318
320,2023-02-01,CUST291,Female,28,Electronics,4,300,US0319
321,2023-06-10,CUST489,Female,26,Electronics,2,25,IH0320
322,2023-01-30,CUST252,Male,51,Electronics,1,500,PN0321
323,2023-01-26,CUST310,Female,29,Beauty,3,300,SB0322
324,2023-10-27,CUST065,Female,52,Electronics,3,50,BA0323
325,2023-09-02,CUST002,Female,52,Electronics,2,25,UE0324
326,2023-09-15,CUST260,Female,18,Clothing,3,25,TL0325
327,2023-09-29,CUST341,Male,57,Electronics,3,50,YQ0326
328,2023-03-22,CUST179,Male,39,Beauty,2,50,VC0327
329,2023-01-30,CUST085,Female,46,Electronics,4,25,XJ0328
330,2023-09-18,CUST130,Female,25,Beauty,4,50,BW0329
331,2023-02-11,CUST374,Male,28,Electronics,3,30,GQ0330
332,2023-04-06,CUST438,Male,58,Electronics,4,300,AL0331
333,2023-02-05,CUST253,Female,54,Electronics,4,300,ML0332
334,2023-11-01,CUST132,Male,31,Electronics,3,300,VH0333
